,age,hrswork1,uhrswork,incwage,ran,wageW,LwageW,educ
2484-1,50,30,35,21135,0.369366724,503.2142857,6.221016095,16
2485-1,23,0,48,5605,1.140048262,175.15625,5.165678433,9
2486-1,37,52,48,47585,1.766288187,915.0961538,6.819029146,18
2487-1,45,40,40,5005,1.766348723,104.2708333,4.646991681,8
2488-1,64,35,20,575,1.140219159,57.5,4.051784948,6
2489-1,42,40,40,14905,0.931046437,414.0277778,6.025933068,17
2490-1,43,40,40,5205,1.034996938,100.0961538,4.606131262,12
2491-1,33,40,40,13005,0.644287094,265.4081633,5.58126888,13
2492-1,26,0,40,4005,0.469090883,117.7941176,4.768938335,12
2493-1,47,40,40,9005,1.416430809,173.1730769,5.154291539,10
2494-1,26,40,40,10005,1.416588668,192.4038462,5.259596528,15
2495-1,29,40,35,5505,0.219630077,110.1,4.701389044,12
2496-1,44,48,40,20395,1.416906714,392.2115385,5.971801333,15
2497-1,35,40,40,7005,1.141109504,134.7115385,4.90313574,17
2498-1,19,40,40,2005,1.016335562,66.83333333,4.202201958,10
2499-1,62,35,35,17805,1.017879695,342.4038462,5.835990877,14
2500-1,34,35,35,15005,0.698771328,375.125,5.927259304,17
2501-1,18,39,40,4105,1.079752576,128.28125,4.854225119,9
2502-1,61,60,61,5005,1.365104225,96.25,4.566948973,13
2503-1,19,40,40,6005,0.931810588,115.4807692,4.749104016,12
2504-1,18,40,37,1005,1.94913568,20.9375,3.04154181,12
2505-1,26,0,20,2005,0.914796721,167.0833333,5.11849269,12
2506-1,28,23,40,3965,0.412082765,110.1388889,4.701742196,12
2507-1,40,20,20,3155,1.477009151,90.14285714,4.501395713,12
2508-1,36,39,39,6155,1.768241171,125.6122449,4.833199741,12
2509-1,37,40,40,1355,1.418039668,29.45652174,3.382915337,18
2510-1,58,30,30,5005,1.141952816,131.7105263,4.880606532,16
2511-1,50,40,40,17505,1.768538728,336.6346154,5.818998115,12
2512-1,56,40,40,12445,1.142251305,239.3269231,5.477830496,12
2513-1,24,0,40,1765,0.221327879,110.3125,4.703317247,12
2514-1,65,40,40,2605,0.221359078,50.09615385,3.913944236,12
2515-1,53,40,40,8605,0.614737626,165.4807692,5.10885499,12
2516-1,29,40,40,20005,1.769310795,384.7115385,5.952493803,16
2517-1,28,40,40,6085,1.418926287,190.15625,5.247846103,14
2518-1,20,0,40,3975,1.527516637,132.5,4.886582645,13
2519-1,56,0,40,6805,1.769604627,141.7708333,4.954211904,6
2520-1,45,32,32,525,1.769617666,10.09615385,2.312154544,15
2521-1,65,40,40,16505,0.47085667,317.4038462,5.760174926,20
2522-1,20,40,40,5245,1.419226173,100.8653846,4.613786802,12
2523-1,38,35,35,4855,1.419358421,138.7142857,4.932416319,16
2524-1,43,0,15,4375,0.222036615,91.14583333,4.512460788,13
2525-1,29,49,40,13005,0.222149771,250.0961538,5.521845459,14
2526-1,27,40,40,3005,1.402207185,150.25,5.012300573,17
2527-1,19,40,15,1505,1.558842137,30.1,3.404525172,14
2528-1,22,40,40,6005,0.562502071,115.4807692,4.749104016,12
2529-1,28,40,40,16235,1.143307891,312.2115385,5.743680966,11
2530-1,21,8,15,1505,0.774367712,41.80555556,3.733029239,13
2531-1,21,39,39,9705,1.770485658,186.6346154,5.229152777,12
2532-1,39,40,45,16925,0.37300447,325.4807692,5.785303379,12
2533-1,20,40,40,7805,1.952677034,150.0961538,5.011276114,12
2534-1,24,8,40,1805,0.223419163,300.8333333,5.706556402,13
2535-1,46,40,40,10325,1.960488968,198.5576923,5.291079699,12
2536-1,34,10,10,5005,0.650639646,100.1,4.606169686,9
2537-1,19,0,30,1505,0.22377912,125.4166667,4.831641527,13
2538-1,37,40,40,7005,0.531152356,134.7115385,4.90313574,12
2539-1,49,20,25,8005,0.472143292,160.1,5.07579862,12
2540-1,32,24,24,9005,1.770941541,173.1730769,5.154291539,15
2541-1,31,40,40,3455,0.224413816,132.8846154,4.889481198,12
2542-1,27,18,20,4005,1.421096269,77.01923077,4.344055141,9
2543-1,29,60,41,16005,1.144458074,307.7884615,5.729412734,18
2544-1,33,40,40,9505,1.771076117,190.1,5.247550249,12
2545-1,44,40,40,3575,1.00607099,89.375,4.492841001,8
2546-1,27,40,20,41005,0.373921823,1708.541667,7.443395459,17
2547-1,18,32,30,125,0.225019176,41.66666667,3.729701449,11
2548-1,19,6,40,65,0.894631725,65,4.17438727,10
2549-1,19,40,40,7005,0.968186185,134.7115385,4.90313574,12
2550-1,26,40,40,9505,0.473618507,182.7884615,5.208329536,12
2551-1,34,20,6,305,1.181825064,9.53125,2.254575874,9
2552-1,38,40,40,13815,0.859790482,265.6730769,5.582266519,12
2553-1,42,40,40,12005,1.422076952,230.8653846,5.44183479,12
2554-1,34,40,40,14005,0.77608414,269.3269231,5.595925969,12
2555-1,46,20,20,7905,0.374491792,158.1,5.063227744,12
2556-1,58,40,40,16805,1.182604115,350.1041667,5.858230729,11
2557-1,19,0,36,10955,0.226617791,228.2291667,5.430350241,12
2558-1,51,40,40,13005,0.552219804,270.9375,5.601888167,5
2559-1,26,35,40,1125,0.226650853,112.5,4.722953222,11
2560-1,54,16,16,1005,0.226751901,33.5,3.511545439,7
2561-1,21,0,40,5605,0.226784963,127.3863636,4.847224702,12
2562-1,23,0,40,8005,1.772984862,153.9423077,5.036577907,13
2563-1,40,0,25,3005,0.652967021,75.125,4.319153393,12
2564-1,34,40,40,21705,0.315580051,434.1,6.073274922,12
2565-1,38,40,40,18925,1.146778464,430.1136364,6.064049444,16
2566-1,33,50,51,14355,0.801895745,333.8372093,5.810653477,12
2567-1,26,35,35,7205,1.126510557,200.1388889,5.29901157,14
2568-1,36,40,40,7885,1.192131545,151.6346154,5.021473781,12
2569-1,42,40,40,7805,1.531668007,150.0961538,5.011276114,12
2570-1,39,20,20,3485,0.777296722,67.01923077,4.204979605,12
2571-1,29,41,41,31005,0.798249152,620.1,6.429880755,13
2572-1,28,0,40,10605,0.53441897,279.0789474,5.631494707,19
2573-1,26,36,36,7005,1.77375786,134.7115385,4.90313574,14
2574-1,60,0,35,3205,0.938044395,100.15625,4.606731467,9
2575-1,42,38,40,3055,1.773903146,109.1071429,4.692330361,7
2576-1,27,40,40,11005,0.938144047,211.6346154,5.354861275,12
2577-1,58,20,20,8535,1.95041066,164.1346154,5.100686917,12
2578-1,26,49,48,14005,0.965055078,269.3269231,5.595925969,14
2579-1,29,56,40,8005,0.676027033,153.9423077,5.036577907,16
2580-1,27,20,20,8005,1.740484033,153.9423077,5.036577907,12
2581-1,40,40,40,10925,0.938662328,210.0961538,5.347565301,12
2582-1,39,40,40,18005,0.476625282,346.25,5.847161058,17
2583-1,29,31,40,8605,1.774792094,165.4807692,5.10885499,12
2584-1,25,40,40,11425,0.476766843,219.7115385,5.392315497,12
2585-1,55,40,40,7015,0.317185652,134.9038462,4.904562274,12
2586-1,45,40,40,6005,1.425584313,200.1666667,5.299150353,12
2587-1,24,40,40,7805,0.229164492,150.0961538,5.011276114,13
2588-1,60,38,38,6005,0.655787997,115.4807692,4.749104016,16
2589-1,30,30,24,6275,1.488510985,156.875,5.05544931,14
2590-1,30,40,40,14005,0.592299737,269.3269231,5.595925969,14
2591-1,26,45,42,14345,0.939517282,286.9,5.659133723,16
2592-1,33,40,40,14005,1.47930719,269.3269231,5.595925969,9
2593-1,29,40,40,8005,0.477446243,153.9423077,5.036577907,13
2594-1,34,35,40,5725,0.229788013,110.0961538,4.70135411,11
2595-1,53,40,40,15555,0.677822158,388.875,5.963257955,17
2596-1,26,40,40,11485,0.767790247,220.8653846,5.397553397,18
2597-1,50,38,38,11205,0.656638294,215.4807692,5.372871668,13
2598-1,39,40,40,10125,1.426988281,220.1086957,5.394121495,15
2599-1,33,40,40,1775,1.534520648,110.9375,4.70896698,12
2600-1,22,8,40,645,1.427151728,161.25,5.082955956,7
2601-1,23,0,4,155,1.776642632,4.305555556,1.459906178,15
2602-1,32,40,40,6205,1.776654739,119.3269231,4.781866979,12
2603-1,32,0,30,8005,0.657239463,153.9423077,5.036577907,16
2604-1,22,32,32,2405,0.743554439,96.2,4.566429358,12
2605-1,31,5,5,7655,1.885742415,170.1111111,5.136451818,12
2606-1,56,30,30,5685,1.397417858,109.3269231,4.694342688,12
2607-1,33,40,40,7805,0.379201025,156.1,5.050496828,16
2608-1,29,40,40,1305,0.231255777,50.19230769,3.915861782,12
2609-1,41,40,40,7365,1.480973326,141.6346154,4.95325061,12
2610-1,25,40,40,17555,1.186313108,337.5961538,5.82185037,16
2611-1,58,40,40,15005,0.820049085,288.5576923,5.664895039,12
2612-1,19,40,30,5065,0.231506769,110.1086957,4.70146802,13
2613-1,36,40,40,9605,0.9124754,184.7115385,5.218795357,12
2614-1,28,30,30,17005,0.781276263,436.025641,6.077701051,16
2615-1,44,40,40,16145,1.91587396,310.4807692,5.738121965,18
2616-1,54,35,35,10505,0.232351013,214.3877551,5.367786315,12
2617-1,54,40,35,17705,1.777653582,340.4807692,5.830358646,12
2618-1,36,40,40,16005,0.84450841,307.7884615,5.729412734,15
2619-1,35,40,50,2605,1.187052578,65.125,4.1763085,11
2620-1,42,40,40,14505,1.153094694,402.9166667,5.998729758,18
2621-1,55,40,40,12005,0.232621562,230.8653846,5.44183479,12
2622-1,34,36,36,8405,1.512587536,161.6346154,5.085338327,15
2623-1,36,0,40,9505,0.23286324,182.7884615,5.208329536,12
2624-1,28,52,46,11995,0.631480943,230.6730769,5.441001457,17
2625-1,38,50,50,22245,1.955451444,427.7884615,6.058628825,20
2626-1,25,27,26,15085,0.480466522,290.0961538,5.670212433,16
2627-1,28,35,35,13805,1.86207192,383.4722222,5.949267186,17
2628-1,57,9,15,5205,0.320780091,148.7142857,5.00202692,12
2629-1,28,42,40,8005,0.9427974,266.8333333,5.586624244,12
2630-1,32,40,24,6305,0.321272761,165.9210526,5.111512089,16
2631-1,55,25,52,8065,0.943092629,155.0961538,5.044045272,12
2632-1,61,37,37,4955,0.557231251,95.28846154,4.556908728,7
2633-1,56,40,40,16125,0.233652536,310.0961538,5.736882423,14
2634-1,41,48,40,6005,0.660096761,115.4807692,4.749104016,9
2635-1,30,40,40,13625,1.15432404,262.0192308,5.568417901,16
2636-1,39,40,40,9005,0.660238322,173.1730769,5.154291539,10
2637-1,25,40,45,13005,1.154415775,250.0961538,5.521845459,13
2638-1,38,20,20,3305,0.943786465,63.55769231,4.151948034,15
2639-1,31,30,30,5405,1.779759303,142.2368421,4.95749357,16
2640-1,24,40,40,7005,1.837517601,206.0294118,5.328018934,4
2641-1,29,0,40,10615,0.783642754,204.1346154,5.318779656,12
2642-1,56,40,40,7005,0.846957322,159.2045455,5.070189825,9
2643-1,39,40,20,1995,1.154699363,86.73913043,4.462905113,12
2644-1,51,40,30,22005,1.155215781,500.1136364,6.214835345,18
2645-1,32,23,22,3855,0.944360159,74.13461538,4.305882567,13
2646-1,53,40,40,15435,1.155281905,350.7954545,5.860203303,18
2647-1,27,42,40,13005,0.944397878,250.0961538,5.521845459,14
2648-1,27,40,40,18735,1.430871896,360.2884615,5.886904993,12
2649-1,38,8,11,2915,0.661183614,56.05769231,4.02638138,12
2650-1,56,38,38,7005,1.589566935,134.7115385,4.90313574,12
2651-1,31,40,40,7405,1.156015787,168.2954545,5.125721093,13
2652-1,58,40,40,8435,0.425800215,162.2115385,5.088901276,12
2653-1,47,40,40,15005,0.235322863,288.5576923,5.664895039,9
2654-1,43,45,45,20005,1.746230293,384.7115385,5.952493803,12
2655-1,48,40,40,4255,0.559324399,88.64583333,4.48464903,12
2656-1,22,40,40,8005,1.431778539,156.9607843,5.055995993,13
2657-1,47,40,40,7005,1.78111624,134.7115385,4.90313574,11
2658-1,36,40,40,16385,1.156268641,390.1190476,5.966451943,16
2659-1,41,20,20,3005,0.953266863,88.38235294,4.481672322,12
2660-1,37,40,40,13005,1.156698912,250.0961538,5.521845459,12
2661-1,54,40,40,6005,0.236186665,115.4807692,4.749104016,12
2662-1,37,99,40,7505,0.236347783,214.4285714,5.367976683,13
2663-1,53,40,40,13005,1.156894956,250.0961538,5.521845459,12
2664-1,57,40,40,10005,1.781832427,192.4038462,5.259596528,11
2665-1,20,40,40,6005,1.432280522,115.4807692,4.749104016,12
2666-1,52,40,40,11375,1.78192649,218.75,5.387929525,12
2667-1,22,5,22,695,1.157295424,34.75,3.548179572,14
2668-1,46,40,40,10735,0.946581829,238.5555556,5.474602221,13
2669-1,23,40,40,6005,1.96370203,117.745098,4.768522102,12
2670-1,39,28,28,8005,1.157805789,160.1,5.07579862,12
2671-1,20,48,52,6005,0.237010885,250.2083333,5.522293904,11
2672-1,22,40,40,1395,0.427199528,69.75,4.244917421,12
2673-1,56,42,40,17175,1.158025581,330.2884615,5.799966399,11
2674-1,34,37,37,11005,0.94701862,229.2708333,5.434903983,11
2675-1,20,45,35,9005,1.158406027,180.1,5.193512252,12
2676-1,39,40,40,9505,0.485491939,182.7884615,5.208329536,13
2677-1,62,24,24,2305,0.560910441,44.32692308,3.791592237,12
2678-1,44,38,46,13005,1.782685518,342.2368421,5.835503018,17
2679-1,19,40,40,4805,0.866101589,96.1,4.565389316,11
2680-1,36,40,40,13005,1.158812549,282.7173913,5.644447781,20
2681-1,41,40,40,11575,0.237695407,222.5961538,5.40535916,12
2682-1,35,16,16,5315,1.058118418,102.2115385,4.627044572,15
2683-1,41,40,40,17875,0.237748027,343.75,5.839914649,9
2684-1,32,40,40,13005,1.48261385,250.0961538,5.521845459,12
2685-1,24,41,40,6005,1.512751449,150.125,5.01146828,14
2686-1,24,84,40,7005,1.196736936,134.7115385,4.90313574,12
2687-1,42,20,20,1235,1.783184242,72.64705882,4.285612905,12
2688-1,22,40,40,11505,1.159423962,221.25,5.399293284,12
2689-1,21,40,40,12205,1.577937044,234.7115385,5.458357264,14
2690-1,36,44,40,10555,1.434428617,202.9807692,5.313111242,12
2691-1,30,28,25,4805,0.238583889,100.1041667,4.60621131,12
2692-1,33,40,40,7005,1.783790532,140.1,4.942356453,12
2693-1,57,40,38,10005,0.238642097,192.4038462,5.259596528,13
2694-1,48,40,40,6405,1.159884501,160.125,5.07595476,12
2695-1,28,40,40,10005,1.435018145,192.4038462,5.259596528,13
2696-1,47,40,40,22005,1.784022432,423.1730769,6.047781261,12
2697-1,59,40,40,8585,1.541522797,165.0961538,5.106528055,9
2698-1,24,40,40,7755,1.784336288,198.8461538,5.292531429,12
2699-1,35,17,17,2605,0.355878845,50.09615385,3.913944236,12
2700-1,50,40,40,8005,1.784386113,200.125,5.298942171,8
2701-1,60,40,6,3825,1.435483806,153,5.030437921,12
2702-1,21,40,40,10005,1.869614702,192.4038462,5.259596528,14
2703-1,35,5,8,3165,1.435564365,60.86538462,4.108664616,12
2704-1,40,40,40,9995,1.160804182,192.2115385,5.258596528,12
2705-1,27,45,60,14005,1.785161905,269.3269231,5.595925969,14
2706-1,43,20,20,2005,1.435751561,38.55769231,3.652155621,16
2707-1,32,42,40,9415,0.239792746,181.0576923,5.198815723,12
2708-1,24,32,62,15005,1.436118502,288.5576923,5.664895039,15
2709-1,40,45,40,7805,1.966836397,150.0961538,5.011276114,4
2710-1,34,40,40,9755,0.308624469,256.7105263,5.547949093,16
2711-1,54,40,40,9305,0.932935625,178.9423077,5.18706345,10
2712-1,63,50,50,26005,1.785757486,500.0961538,6.214800388,13
2713-1,36,18,18,2005,0.656958669,55.69444444,4.019880401,17
2714-1,24,36,36,2005,1.161476132,125.3125,4.830810618,12
2715-1,41,40,48,15005,1.785926055,312.6041667,5.744937747,16
2716-1,34,40,40,15005,1.78592978,288.5576923,5.664895039,12
2717-1,20,16,16,2805,0.488890335,56.1,4.027135813,12
2718-1,55,42,30,2485,0.240432564,49.7,3.906004933,12
2719-1,33,15,15,3205,0.240567606,80.125,4.383587915,12
2720-1,32,35,35,16005,1.786409877,421.1842105,6.043070293,16
2721-1,46,40,40,2005,1.437909901,83.54166667,4.425345509,14
2722-1,55,0,40,3305,1.924712211,63.55769231,4.151948034,5
2723-1,20,20,23,805,0.792183448,33.54166667,3.512788447,13
2724-1,52,40,38,10005,1.786692999,192.4038462,5.259596528,12
2725-1,57,40,30,7205,0.761113595,200.1388889,5.29901157,12
2726-1,24,43,40,10105,1.544286963,194.3269231,5.269541911,12
2727-1,32,45,8,4005,1.245714258,83.4375,4.424097849,14
2728-1,36,36,36,13955,0.388258137,279.1,5.631570141,12
2729-1,61,48,20,4925,1.163533889,94.71153846,4.550835835,11
2730-1,29,40,40,11005,1.163609326,220.1,5.394081989,12
2731-1,44,40,40,14285,1.787079498,274.7115385,5.615721596,15
2732-1,18,48,40,7255,1.438888256,1451,7.280008253,12
2733-1,26,24,25,18085,1.787322108,347.7884615,5.851594426,14
2734-1,36,40,40,7325,0.241546426,140.8653846,4.947804715,8
2735-1,44,30,30,4705,1.984689385,92.25490196,4.524555419,12
2736-1,18,40,40,1505,0.935490709,115.7692308,4.75159882,12
2737-1,22,40,40,10005,1.787591726,192.4038462,5.259596528,16
2738-1,21,20,15,3005,0.566776376,751.25,6.621738486,12
2739-1,37,48,45,6005,1.164271496,115.4807692,4.749104016,12
2740-1,61,0,40,4545,1.440175343,113.625,4.732903552,12
2741-1,53,40,35,8845,1.164312474,170.0961538,5.136363888,12
2742-1,44,40,40,3105,1.787916757,147.8571429,4.996246557,12
2743-1,31,40,40,18865,0.390121248,362.7884615,5.893819914,12
2744-1,64,17,40,4705,0.242065173,235.25,5.460648778,13
2745-1,23,0,40,6325,1.545862295,150.5952381,5.014595695,12
2746-1,58,40,40,13605,1.204203349,261.6346154,5.566948933,15
2747-1,28,38,38,14005,1.78822875,269.3269231,5.595925969,12
2748-1,23,10,25,2855,1.164786052,57.1,4.044804117,16
2749-1,30,80,80,14045,0.242428854,270.0961538,5.598778021,14
2750-1,33,40,40,9005,1.78861618,173.1730769,5.154291539,12
2751-1,27,48,40,9255,1.165009104,177.9807692,5.181675506,12
2752-1,26,40,40,15005,0.49217185,288.5576923,5.664895039,16
2753-1,40,40,40,8005,0.856117345,153.9423077,5.036577907,12
2754-1,54,40,40,10005,1.78921083,192.4038462,5.259596528,11
2755-1,19,16,25,1505,1.789333764,28.94230769,3.365304459,12
2756-1,30,40,35,12005,1.441202126,300.125,5.704199055,16
2757-1,43,40,40,8845,0.391853508,170.0961538,5.136363888,12
2758-1,56,0,38,13335,0.794403721,256.4423077,5.546903718,10
2759-1,53,40,40,7205,1.441344153,138.5576923,4.93128679,13
2760-1,20,40,40,7505,0.243153889,144.3269231,4.972081025,12
2761-1,39,40,40,1385,0.334047712,98.92857143,4.594398089,12
2762-1,21,26,30,4005,0.243238173,77.01923077,4.344055141,15
2763-1,54,40,40,5885,0.243430957,113.1730769,4.728918301,10
2764-1,49,0,30,245,0.392513815,81.66666667,4.402645922,12
2765-1,36,24,40,6005,0.243558083,122.5510204,4.808527436,9
2766-1,21,8,40,6505,1.790008973,162.625,5.091446937,12
2767-1,50,20,20,705,0.392717309,78.33333333,4.360973225,13
2768-1,30,30,30,17005,1.585036051,425.125,6.052383243,16
2769-1,48,38,38,17825,0.361941289,342.7884615,5.837113527,12
2770-1,23,40,40,5505,1.16692204,137.625,4.924532595,8
2771-1,27,40,40,18005,0.795804895,346.25,5.847161058,16
2772-1,49,40,30,7995,0.244101044,173.8043478,5.157930229,13
2773-1,20,35,35,7505,0.954905991,150.1,5.011301739,10
2774-1,26,40,40,9885,1.971730497,190.0961538,5.247530017,9
2775-1,45,35,40,2325,1.967230346,116.25,4.755743044,12
2776-1,45,40,40,11005,0.914685894,211.6346154,5.354861275,12
2777-1,28,40,40,7505,1.79119641,187.625,5.23444529,12
2778-1,57,40,40,6505,1.167591196,125.0961538,4.829082672,12
2779-1,59,12,6,7005,0.765186734,145.9375,4.983178448,20
2780-1,18,0,40,1285,0.955674797,49.42307692,3.900417459,10
2781-1,50,30,40,6005,1.791498158,117.745098,4.768522102,11
2782-1,24,40,40,5505,1.059109811,110.1,4.701389044,16
2783-1,56,40,40,8625,1.4434685,165.8653846,5.111176523,12
2784-1,25,40,40,6005,1.501189545,130.5434783,4.871706338,12
2785-1,22,7,9,1215,1.792000141,48.6,3.883623531,16
2786-1,38,40,40,9205,0.915719662,177.0192308,5.176258375,13
2787-1,34,40,40,16385,1.877308823,315.0961538,5.752877843,12
2788-1,19,40,40,5005,1.25153549,108.8043478,4.689551295,12
2789-1,22,9,30,1905,1.042158343,158.75,5.067330638,15
2790-1,24,40,40,11005,0.797210261,229.2708333,5.434903983,16
2791-1,42,38,38,10005,0.907126814,192.4038462,5.259596528,12
2792-1,37,10,10,4325,1.792519353,166.3461538,5.114070881,2
2793-1,25,40,40,11005,0.246442854,211.6346154,5.354861275,12
2794-1,21,40,40,1925,1.444094814,96.25,4.566948973,13
2795-1,53,45,40,5295,1.499405131,117.6666667,4.767855768,8
2796-1,19,36,20,555,0.246603973,37,3.610917913,13
2797-1,31,40,40,14005,0.246604439,269.3269231,5.595925969,12
2798-1,34,40,40,7355,1.444478985,144.2156863,4.97131,8
2799-1,36,40,40,17005,0.797918066,347.0408163,5.849442399,16
2800-1,63,40,8,8025,1.169085037,154.3269231,5.039073229,12
2801-1,40,40,40,12005,0.396498945,230.8653846,5.44183479,12
2802-1,23,40,40,6605,1.793537289,127.0192308,4.844338498,15
2803-1,25,48,40,7605,0.571554527,190.125,5.247681751,10
2804-1,43,40,40,8365,0.247842167,160.8653846,5.080567895,9
2805-1,20,5,25,3295,1.313799061,82.375,4.411281993,12
2806-1,40,40,40,6205,0.572047196,155.125,5.044231244,12
2807-1,23,40,40,8005,1.445248723,174.0217391,5.159180229,11
2808-1,46,40,40,9005,0.572185963,173.1730769,5.154291539,6
2809-1,37,35,35,9005,1.4452748,195.7608696,5.276893861,17
2810-1,30,40,40,1005,0.248796772,83.75,4.427836171,13
2811-1,44,40,40,18175,0.397078227,454.375,6.118922848,18
2812-1,19,0,48,4005,0.554708298,77.01923077,4.344055141,11
2813-1,22,36,40,1005,1.445632428,83.75,4.427836171,12
2814-1,23,12,23,2005,0.572881661,50.125,3.914519886,16
2815-1,18,0,20,605,1.203103457,67.22222222,4.208003881,11
2816-1,37,40,40,8845,1.794834156,170.0961538,5.136363888,12
2817-1,42,40,40,8175,0.365335029,157.2115385,5.057592277,12
2818-1,31,45,40,12375,0.864076894,247.5,5.511410582,15
2819-1,22,40,40,7645,0.573228579,152.9,5.029784113,12
2820-1,22,35,38,1715,0.958286226,142.9166667,4.96226171,16
2821-1,44,32,16,5285,1.116686035,103.627451,4.640802266,12
2822-1,29,35,35,12005,0.696812756,300.125,5.704199055,17
2823-1,41,40,40,10005,1.844370738,250.125,5.521960793,17
2824-1,21,43,40,6005,1.172026154,115.4807692,4.749104016,12
2825-1,20,0,40,1505,0.762550626,125.4166667,4.831641527,14
2826-1,20,0,40,11965,0.250470359,230.0961538,5.438497282,12
2827-1,56,40,40,10005,0.769300852,192.4038462,5.259596528,14
2828-1,20,12,12,2325,0.678976532,46.5,3.839452313,13
2829-1,44,40,40,14045,0.95904246,270.0961538,5.598778021,16
2830-1,52,41,41,16125,0.398321077,310.0961538,5.736882423,14
2831-1,22,48,43,11395,0.251565129,219.1346154,5.389686223,15
2832-1,40,28,15,6005,0.590102747,120.1,4.788324729,12
2833-1,40,40,40,9885,0.574394595,190.0961538,5.247530017,12
2834-1,21,53,40,11005,0.679681543,211.6346154,5.354861275,12
2835-1,47,40,40,5705,0.441972166,158.4722222,5.065579324,12
